sample_id;timestamp;GPU_freq_set;power_cpu_w;power_gpu_w;power_mem_w;total_cpu_time_s;total_mem_access;total_llc_misses
0;0.050000000000000003;1300;1.151;0.46000000000000002;1.1919999999999999;0.059000000000000004;13553557;150372
1;0.10100000000000001;1300;1.2170000000000001;0.46000000000000002;1.1919999999999999;0.052000000000000005;7447972;4268
2;0.151;1300;1.256875;0.46000000000000002;1.1919999999999999;0.054000000000000006;10712216;734
3;0.20200000000000001;1300;1.3716250000000001;0.46000000000000002;1.199125;0.051999999999999998;12445380;599
4;0.252;1300;1.4792857142857143;0.46000000000000002;1.2110000000000001;0.054000000000000006;14046136;1939
5;0.30299999999999999;1300;1.4762500000000001;0.46000000000000002;1.2110000000000001;0.027000000000000003;2173116;1821
6;0.35299999999999998;1300;1.512;0.46000000000000002;1.2110000000000001;0.050000000000000003;7511345;785
7;0.40400000000000003;1300;1.5780000000000001;0.46000000000000002;1.221857142857143;0.124;36914620;240642
8;0.45400000000000001;1300;1.8191428571428572;0.46000000000000002;1.2497142857142858;0.20499999999999999;101843351;811083
9;0.505;1300;2.06175;0.46000000000000002;1.2825714285714287;0.20000000000000001;100856425;715358
10;0.55600000000000005;1300;2.2908571428571425;0.46000000000000002;1.3071250000000001;0.22800000000000001;99778371;654151
11;0.60599999999999998;1300;2.4445000000000001;0.46000000000000002;1.327;0.14100000000000001;73960016;456619
12;0.65700000000000003;1300;2.6291428571428574;0.46000000000000002;1.3460000000000001;0.18899999999999997;90485495;565303
13;0.70699999999999996;1300;2.7995000000000001;0.46000000000000002;1.362625;0.19199999999999998;92971539;573639
14;0.75800000000000001;1300;2.9525000000000001;0.46000000000000002;1.3768750000000001;0.189;93357846;578342
15;0.80800000000000005;1300;3.1005714285714285;0.46000000000000002;1.3867142857142858;0.186;99860470;599236
16;0.85899999999999999;1300;3.2017500000000001;0.46000000000000002;1.403;0.189;94018171;595333
17;0.91100000000000003;1300;3.3261250000000002;0.46000000000000002;1.4105000000000001;0.20099999999999998;107174952;699343
18;0.96199999999999997;1300;3.4060000000000001;0.46000000000000002;1.423;0.20499999999999999;96325691;665383
19;1.0129999999999999;1300;3.488;0.46000000000000002;1.4325000000000001;0.15000000000000002;75009907;604570
20;1.0629999999999999;1300;3.3159999999999998;0.52675000000000005;1.4338571428571429;0.037000000000000005;27320895;495521
21;1.113;1300;3.0238571428571426;0.68999999999999995;1.4105000000000001;0.041000000000000002;39525578;65877
22;1.1639999999999999;1300;2.8377142857142856;0.68999999999999995;1.3839999999999999;0.053999999999999999;35974862;73653
23;1.2150000000000001;1300;2.7610000000000001;0.65700000000000003;1.3812857142857142;0.075000000000000011;23278218;2647
24;1.2649999999999999;1300;2.6949999999999998;0.67074999999999996;1.36975;0.027;6628612;1440
25;1.3160000000000001;1300;2.476;0.83285714285714285;1.3595714285714287;0.035999999999999997;15816988;502
26;1.3660000000000001;1300;2.4540000000000002;0.83437499999999998;1.3460000000000001;0.056000000000000008;38249570;10375
27;1.417;1300;2.4540000000000002;0.76700000000000002;1.3428333333333333;0.070999999999999994;29518488;1354
28;1.468;1300;2.4540000000000002;0.76700000000000002;1.3460000000000001;0.041999999999999996;11349934;594
29;1.518;1300;2.3554285714285714;0.90928571428571436;1.327;0.024;16285934;291
30;1.569;1300;2.3010000000000002;0.92000000000000004;1.3194999999999999;0.051000000000000004;42751347;208
31;1.6200000000000001;1300;2.3552857142857144;0.85485714285714287;1.3241428571428571;0.069999999999999993;34477155;79062
32;1.6699999999999999;1300;2.3006250000000001;0.92028571428571437;1.3241428571428571;0.012;2545598;4329
33;1.7210000000000001;1300;2.1579999999999999;1.0258750000000001;1.3069999999999999;0.052000000000000005;45188180;345
34;1.7709999999999999;1300;2.1800000000000002;0.95299999999999996;1.3069999999999999;0.080000000000000002;39153707;3345
35;1.8220000000000001;1300;2.1665000000000001;0.987375;1.3069999999999999;0.013999999999999999;4171413;1240
36;1.8720000000000001;1300;2.0049999999999999;1.107;1.2975000000000001;0.043000000000000003;39458671;571
37;1.923;1300;2.0270000000000001;1.0409999999999999;1.288;0.063;47659829;92951
38;1.9730000000000001;1300;1.984375;1.0740000000000001;1.290375;0.0080000000000000002;2451332;2918
39;2.024;1300;1.8621428571428571;1.1618571428571429;1.2852857142857141;0.051999999999999998;44096675;282
40;2.0750000000000002;1300;1.9175714285714287;1.085;1.2798571428571428;0.076999999999999999;41872956;3039
41;2.125;1300;1.9279999999999999;1.107;1.288;0.013999999999999999;3899228;1588
42;2.1749999999999998;1300;1.8405;1.208;1.280875;0.047;39418779;246
43;2.226;1300;1.8666666666666667;1.1253333333333333;1.2753333333333332;0.074999999999999997;44543905;1095
44;2.2770000000000001;1300;1.86025;1.1411249999999999;1.288;0.012;3536560;534
45;2.327;1300;1.764;1.238;1.2744285714285712;0.047;41602110;534
46;2.3780000000000001;1300;1.8080000000000001;1.1508571428571428;1.2771428571428571;0.073999999999999996;42118207;894
47;2.4279999999999999;1300;1.7969999999999999;1.1507142857142858;1.2825714285714287;0.014999999999999999;3982398;510
48;2.4780000000000002;1300;1.6879999999999999;1.2655000000000001;1.2689999999999999;0.043999999999999997;37746451;241
49;2.5289999999999999;1300;1.7205714285714286;1.1727142857142858;1.2689999999999999;0.071999999999999995;52611820;77089
50;2.5790000000000002;1300;1.7068749999999999;1.2177500000000001;1.2689999999999999;0.013000000000000001;2423696;417
51;2.6299999999999999;1300;1.611;1.282;1.2642500000000001;0.050999999999999997;42145922;3802
52;2.681;1300;1.7097142857142857;1.1890000000000001;1.2595000000000001;0.076000000000000012;42343161;2715
53;2.7309999999999999;1300;1.6877142857142857;1.1986250000000001;1.2689999999999999;0.017999999999999999;3764763;1009
54;2.7810000000000001;1300;1.611;1.2943750000000001;1.2635714285714286;0.047999999999999994;39819098;286
55;2.8319999999999999;1300;1.6439999999999999;1.2052857142857143;1.257125;0.069000000000000006;48246415;95650
56;2.8820000000000001;1300;1.6439999999999999;1.2491428571428571;1.2689999999999999;0.01;1762744;789
57;2.9329999999999998;1300;1.582125;1.332875;1.257125;0.053999999999999999;43751292;1161
58;2.9830000000000001;1300;1.6659999999999999;1.2271428571428571;1.2595000000000001;0.076000000000000012;43759455;2998
59;3.0339999999999998;1300;1.633;1.282;1.2642500000000001;0.010999999999999999;2510244;981
60;3.0840000000000001;1300;1.562875;1.332875;1.2527142857142857;0.050000000000000003;43728802;235
61;3.1349999999999998;1300;1.6495;1.2398333333333333;1.2608571428571429;0.073999999999999996;42302636;1040
62;3.1850000000000001;1300;1.6220000000000001;1.282;1.2689999999999999;0.0050000000000000001;1637236;478
63;3.2360000000000002;1300;1.55325;1.3425;1.257125;0.050000000000000003;45518381;565
64;3.286;1300;1.6495;1.2526666666666668;1.2595000000000001;0.073000000000000009;40498369;735
65;3.3370000000000002;1300;1.639875;1.2751250000000001;1.2689999999999999;0.031;6025694;59082
66;3.387;1300;1.611;1.3425;1.2618750000000001;0.048000000000000001;43236099;3519
67;3.4380000000000002;1300;1.655;1.238;1.2608571428571429;0.071999999999999995;50032928;80519
68;3.488;1300;1.611;1.2943750000000001;1.2689999999999999;0.0060000000000000001;1009264;646
69;3.5390000000000001;1300;1.5669999999999999;1.337;1.2527142857142857;0.056000000000000001;49063695;621
70;3.589;1300;1.655;1.2490000000000001;1.2635714285714286;0.070000000000000007;38635339;2637
71;3.6400000000000001;1300;1.6220000000000001;1.304;1.2689999999999999;0.0070000000000000001;604606;3571
72;3.6899999999999999;1300;1.543625;1.3425;1.257125;0.051000000000000004;47372631;483
73;3.7410000000000001;1300;1.611;1.2490000000000001;1.258142857142857;0.066000000000000003;43658031;105374
74;3.7909999999999999;1300;1.562875;1.313625;1.2689999999999999;0.0070000000000000001;2854389;2137
75;3.8410000000000002;1300;1.534;1.3480000000000001;1.25;0.052000000000000005;48976352;128
76;3.8919999999999999;1300;1.5981666666666667;1.2526666666666668;1.2626666666666668;0.073000000000000009;37473422;2807
77;3.9420000000000002;1300;1.5669999999999999;1.304;1.2554285714285713;0.0050000000000000001;911548;390
78;3.9929999999999999;1300;1.534;1.3425;1.25;0.057999999999999996;48922865;444
79;4.0439999999999996;1300;1.5853333333333333;1.2398333333333333;1.2531666666666668;0.070000000000000007;38047200;1004
80;4.0940000000000003;1300;1.5669999999999999;1.304;1.2527142857142857;0.0090000000000000011;1388629;721
81;4.1440000000000001;1300;1.524375;1.3425;1.25;0.055;49063421;109
82;4.1950000000000003;1300;1.5853333333333333;1.2424000000000002;1.25;0.073999999999999996;40018651;1199
83;4.2450000000000001;1300;1.5780000000000001;1.2943750000000001;1.25;0.0060000000000000001;1444867;473
84;4.2960000000000003;1300;1.534;1.352125;1.25;0.049000000000000002;44824533;568
85;4.3460000000000001;1300;1.589;1.2490000000000001;1.25;0.066000000000000003;46352037;98001
86;4.3970000000000002;1300;1.556;1.3149999999999999;1.2527142857142857;0.0060000000000000001;2262942;4808
87;4.4470000000000001;1300;1.51475;1.352125;1.25;0.056000000000000001;48776917;1322
88;4.4980000000000002;1300;1.5853333333333333;1.2398333333333333;1.25;0.069000000000000006;38753792;2838
89;4.548;1300;1.5669999999999999;1.304;1.25;0.0040000000000000001;495717;351
90;4.5979999999999999;1300;1.524375;1.3425;1.25;0.053999999999999999;47300951;385
91;4.649;1300;1.5780000000000001;1.2490000000000001;1.25;0.07400000000000001;55908699;38735
92;4.6989999999999998;1300;1.582125;1.313625;1.252375;0.002;546828;1367
93;4.75;1300;1.534;1.3480000000000001;1.25;0.052999999999999999;48183837;223
94;4.7999999999999998;1300;1.6220000000000001;1.2490000000000001;1.258142857142857;0.068000000000000005;40944160;2775
95;4.851;1300;1.5449999999999999;1.3480000000000001;1.2554285714285713;0.0090000000000000011;4617253;542
96;4.9009999999999998;1300;1.524375;1.3425;1.25;0.054000000000000006;48655696;224
97;4.952;1300;1.5981666666666667;1.2526666666666668;1.2563333333333333;0.053999999999999999;34819106;871
98;5.0019999999999998;1300;1.524375;1.3616250000000001;1.25;0.012;8713344;1185
99;5.0519999999999996;1300;1.534;1.3480000000000001;1.25;0.053000000000000005;49168126;111
100;5.1029999999999998;1300;1.589;1.2709999999999999;1.2527142857142857;0.050000000000000003;30178469;1068
101;5.1529999999999996;1300;1.49;1.3917142857142857;1.25;0.016;13182545;229
102;5.2039999999999997;1300;1.4955000000000001;1.3425;1.25;0.056999999999999995;49702155;245
103;5.2539999999999996;1300;1.556;1.26;1.25;0.051999999999999998;31550300;71622
104;5.3049999999999997;1300;1.4762500000000001;1.3698571428571429;1.25;0.016;12329003;955
105;5.3550000000000004;1300;1.4790000000000001;1.352125;1.2475000000000001;0.055;48937416;1349
106;5.4059999999999997;1300;1.5725;1.2526666666666668;1.25;0.053000000000000005;27406140;4080
107;5.4560000000000004;1300;1.4762500000000001;1.3712500000000001;1.25;0.017999999999999999;14345756;929
108;5.5060000000000002;1300;1.49;1.337;1.25;0.052000000000000005;49879915;162
109;5.5570000000000004;1300;1.534;1.2490000000000001;1.25;0.053999999999999999;27734715;92882
110;5.6070000000000002;1300;1.4858750000000001;1.352125;1.25;0.02;13328575;1891
111;5.6580000000000004;1300;1.49;1.3260000000000001;1.25;0.051999999999999998;49422996;2742
112;5.7080000000000002;1300;1.589;1.238;1.2531666666666668;0.057000000000000009;28139680;3772
113;5.7590000000000003;1300;1.49;1.359;1.25;0.024;16731459;837
114;5.8090000000000002;1300;1.5009999999999999;1.3260000000000001;1.25;0.053000000000000005;49804558;424
115;5.8600000000000003;1300;1.5853333333333333;1.2270000000000001;1.25;0.053000000000000005;22918438;1176
116;5.9100000000000001;1300;1.4858750000000001;1.352125;1.25;0.028000000000000001;20393583;548
117;5.96;1300;1.5083333333333333;1.2911666666666668;1.25;0.053000000000000005;48095925;341
118;6.0110000000000001;1300;1.582125;1.227125;1.2595000000000001;0.048000000000000001;20068191;1082
119;6.0609999999999999;1300;1.524375;1.332875;1.25;0.033000000000000002;30090791;677
120;6.1120000000000001;1300;1.556;1.26;1.25;0.070999999999999994;57171579;76855
121;6.1619999999999999;1300;1.562875;1.2271428571428571;1.2635714285714286;0.023;7751491;2809
122;6.2130000000000001;1300;1.4790000000000001;1.32325;1.25;0.047;38617677;804
123;6.2629999999999999;1300;1.5494000000000001;1.2424000000000002;1.2575999999999998;0.067000000000000004;46685207;2673
124;6.3140000000000001;1300;1.562875;1.256;1.2689999999999999;0.015000000000000001;6508943;817
125;6.3639999999999999;1300;1.534;1.282;1.2527142857142857;0.054000000000000006;48922519;594
126;6.4139999999999997;1300;1.59175;1.1890000000000001;1.2618750000000001;0.060999999999999999;39140152;91914
127;6.4649999999999999;1300;1.5449999999999999;1.2709999999999999;1.2608571428571429;0.021999999999999999;15624130;5709
128;6.5149999999999997;1300;1.534;1.2490000000000001;1.25;0.052000000000000005;50444780;561
129;6.5659999999999998;1300;1.6000000000000001;1.1727142857142858;1.2689999999999999;0.049000000000000002;24519412;3675
130;6.6159999999999997;1300;1.534;1.282;1.2554285714285713;0.034000000000000002;31265508;936
131;6.6660000000000004;1300;1.556;1.2052857142857143;1.2527142857142857;0.066000000000000003;50515389;1902
132;6.7169999999999996;1300;1.582125;1.1727142857142858;1.2689999999999999;0.020999999999999998;7687567;645
133;6.7670000000000003;1300;1.534;1.2751250000000001;1.2595000000000001;0.048999999999999995;41534159;629
